ts,1492,1491,1493,diff_FlowValve008_1492 - 1491,diff_FlowValve008_1492 - 1493
2020-09-01 00:21:30,154.0,897.6444444444445,915.0411764705883,-743.6444444444445,-761.0411764705883
2020-09-01 00:30:00,9.8,976.2625,946.63125,-966.4625000000001,-936.8312500000001
2020-09-01 20:45:30,2487.9583333333335,2892.3250000000007,2841.8461538461543,-404.36666666666724,-353.8878205128208
2020-09-01 20:46:00,2487.9583333333335,2892.3250000000007,2841.8461538461543,-404.36666666666724,-353.8878205128208
2020-09-01 20:46:30,2487.9583333333335,2892.3250000000007,2841.8461538461543,-404.36666666666724,-353.8878205128208
2020-09-01 20:47:00,2487.9583333333335,2892.3250000000007,2841.8461538461543,-404.36666666666724,-353.8878205128208
2020-09-01 20:47:30,2487.9583333333335,2892.3250000000007,2841.8461538461543,-404.36666666666724,-353.8878205128208
2020-09-01 20:48:00,2487.9583333333335,2892.3250000000007,2841.8461538461543,-404.36666666666724,-353.8878205128208
2020-09-01 20:48:30,2487.9583333333335,2892.3250000000007,2841.8461538461543,-404.36666666666724,-353.8878205128208
2020-09-01 20:49:00,2487.9583333333335,2892.3250000000007,2841.8461538461543,-404.36666666666724,-353.8878205128208
2020-09-01 20:49:30,2487.9583333333335,2892.3250000000007,2841.8461538461543,-404.36666666666724,-353.8878205128208
2020-09-01 20:50:00,2487.9583333333335,2892.3250000000007,2841.8461538461543,-404.36666666666724,-353.8878205128208
2020-09-02 05:34:00,1064.7749999999999,755.5,1144.8200000000002,309.27499999999986,-80.0450000000003
2020-09-02 05:34:30,1064.7749999999999,755.5,1144.8200000000002,309.27499999999986,-80.0450000000003
2020-09-02 05:35:00,1064.7749999999999,755.5,1144.8200000000002,309.27499999999986,-80.0450000000003
2020-09-02 05:35:30,1064.7749999999999,755.5,1144.8200000000002,309.27499999999986,-80.0450000000003
2020-09-02 05:36:00,1064.7749999999999,755.5,1144.8200000000002,309.27499999999986,-80.0450000000003
2020-09-02 05:36:30,1064.7749999999999,755.5,1144.8200000000002,309.27499999999986,-80.0450000000003
2020-09-02 05:37:00,1064.7749999999999,755.5,1144.8200000000002,309.27499999999986,-80.0450000000003
2020-09-02 05:37:30,1064.7749999999999,755.5,1144.8200000000002,309.27499999999986,-80.0450000000003
2020-09-02 05:38:00,1064.7749999999999,755.5,1144.8200000000002,309.27499999999986,-80.0450000000003
2020-09-03 05:47:00,344.27777777777777,0.0,0.0,344.27777777777777,344.27777777777777
2020-09-03 05:47:30,344.27777777777777,0.0,0.0,344.27777777777777,344.27777777777777
2020-09-03 05:48:00,344.27777777777777,0.0,0.0,344.27777777777777,344.27777777777777
2020-09-03 05:48:30,344.27777777777777,0.0,0.0,344.27777777777777,344.27777777777777
2020-09-04 07:23:00,0.0,861.8523809523808,0.0,-861.8523809523808,0.0
2020-09-04 07:23:30,0.0,861.8523809523808,0.0,-861.8523809523808,0.0
2020-09-04 07:24:00,0.0,861.8523809523808,0.0,-861.8523809523808,0.0
2020-09-04 07:24:30,0.0,861.8523809523808,0.0,-861.8523809523808,0.0
2020-09-04 08:00:00,0.0,873.7636363636364,0.0,-873.7636363636364,0.0
2020-09-04 08:00:30,0.0,873.7636363636364,0.0,-873.7636363636364,0.0
2020-09-04 08:01:00,0.0,873.7636363636364,0.0,-873.7636363636364,0.0
2020-09-04 08:04:00,800.37,1123.8999999999999,1110.6666666666667,-323.52999999999986,-310.29666666666674
2020-09-04 15:38:00,861.0454545454544,0.0,848.1181818181817,861.0454545454544,12.92727272727268
2020-09-04 15:38:30,861.0454545454544,0.0,848.1181818181817,861.0454545454544,12.92727272727268
2020-09-04 15:39:00,861.0454545454544,0.0,848.1181818181817,861.0454545454544,12.92727272727268
2020-09-04 16:22:00,0.0,768.6833333333333,748.3916666666665,-768.6833333333333,-748.3916666666665
2020-09-04 16:22:30,0.0,768.6833333333333,748.3916666666665,-768.6833333333333,-748.3916666666665
2020-09-04 16:23:00,0.0,768.6833333333333,748.3916666666665,-768.6833333333333,-748.3916666666665
2020-09-04 16:23:30,0.0,768.6833333333333,748.3916666666665,-768.6833333333333,-748.3916666666665
2020-09-04 16:24:00,0.0,768.6833333333333,748.3916666666665,-768.6833333333333,-748.3916666666665
2020-09-04 16:24:30,0.0,768.6833333333333,748.3916666666665,-768.6833333333333,-748.3916666666665
2020-09-06 22:40:30,0.0,858.742857142857,0.0,-858.742857142857,0.0
2020-09-06 22:41:00,0.0,858.742857142857,0.0,-858.742857142857,0.0
2020-09-06 22:41:30,0.0,858.742857142857,0.0,-858.742857142857,0.0
2020-09-06 22:42:00,0.0,858.742857142857,0.0,-858.742857142857,0.0
2020-09-06 22:42:30,0.0,858.742857142857,0.0,-858.742857142857,0.0
2020-09-07 22:27:30,1511.9,0.0,1511.8,1511.9,0.10000000000013642
2020-09-07 22:28:00,1511.9,0.0,1511.8,1511.9,0.10000000000013642
2020-09-08 01:54:30,0.0,866.6761904761905,0.0,-866.6761904761905,0.0
2020-09-08 01:55:00,0.0,866.6761904761905,0.0,-866.6761904761905,0.0
2020-09-08 01:55:30,0.0,866.6761904761905,0.0,-866.6761904761905,0.0
2020-09-08 01:56:00,0.0,866.6761904761905,0.0,-866.6761904761905,0.0
2020-09-08 01:56:30,0.0,866.6761904761905,0.0,-866.6761904761905,0.0
2020-09-08 01:57:00,0.0,866.6761904761905,0.0,-866.6761904761905,0.0
2020-09-09 11:37:00,585.5818181818182,0.0,0.0,585.5818181818182,585.5818181818182
2020-09-09 11:37:30,585.5818181818182,0.0,0.0,585.5818181818182,585.5818181818182
2020-09-11 18:16:00,604.8529411764707,1254.8722222222223,667.18125,-650.0192810457515,-62.328308823529255
